Date,PG,BEI.DE
2007-01-03,46.849339,40.840446
2007-01-04,46.493664,41.108604
2007-01-05,46.094406,40.263515
2007-01-08,46.196045,40.271648
2007-01-09,46.079914,39.361546
2007-01-10,46.631596,38.865875
2007-01-11,46.92194,39.158401
2007-01-12,47.183273,39.524071
2007-01-16,47.183273,40.50729
2007-01-17,47.671959,38.849621
2007-01-18,47.803234,39.280285
2007-01-19,48.204388,39.199036
2007-01-22,47.934513,39.166531
2007-01-23,47.876171,39.207157
2007-01-24,47.781353,39.735336
2007-01-25,47.351017,38.963387
2007-01-26,47.307255,38.9715
2007-01-29,47.321846,39.483437
2007-01-30,47.110332,40.531666
2007-01-31,47.314545,41.888683
2007-02-01,47.657349,41.43364
2007-02-02,47.657349,41.726166
2007-02-05,47.518784,41.766804
2007-02-06,47.110332,41.563648
2007-02-07,47.030094,41.547401
2007-02-08,47.110332,41.108604
2007-02-09,46.993633,41.18174
2007-02-12,46.796696,41.141106
2007-02-13,47.197849,41.197979
2007-02-14,47.321846,41.734299
2007-02-15,47.402065,41.945568
2007-02-16,47.460426,41.563648
2007-02-20,47.321846,41.709927
2007-02-21,47.183273,41.604279
2007-02-22,47.197849,41.961811
2007-02-23,47.278088,42.457497
2007-02-26,47.000916,42.075581
2007-02-27,44.67421,40.50729
2007-02-28,46.308002,39.816597
2007-03-01,46.446594,39.04464
2007-03-02,46.067329,39.459057
2007-03-05,45.797451,39.199036
2007-03-06,45.906857,39.158401
2007-03-07,45.279591,39.751591
2007-03-08,45.447346,40.23914
2007-03-09,45.337936,40.767319
2007-03-12,45.286888,40.255394
2007-03-13,44.615868,40.182262
2007-03-14,44.754452,39.402176
2007-03-15,45.155602,40.100998
2007-03-16,44.936779,39.654083
2007-03-19,45.20665,40.271648
2007-03-20,45.425465,40.95422
2007-03-21,45.921436,40.905453
2007-03-22,46.57058,41.27924
2007-03-23,46.534115,41.230495
2007-03-26,46.607059,40.775448
2007-03-27,46.147549,41.11673
2007-03-28,45.957909,40.539791
2007-03-29,46.140251,41.328007
2007-03-30,46.067329,41.482391
2007-04-02,45.965206,41.685535
2007-04-03,45.877678,42.164963
2007-04-04,45.987095,42.595634
2007-04-05,45.950626,42.733776
2007-04-09,46.140251,
2007-04-10,46.103786,43.554482
2007-04-11,45.979786,43.310707
2007-04-12,46.329906,43.261951
2007-04-13,46.227776,43.586983
2007-04-16,46.483055,43.879509
2007-04-17,46.607059,43.497604
2007-04-18,46.504944,43.952648
2007-04-19,46.40284,43.521976
2007-04-20,46.534115,43.968899
2007-04-23,46.410126,44.31831
2007-04-24,46.483055,43.440712
2007-04-25,46.593071,43.838886
2007-04-26,46.197037,43.912014
2007-04-27,46.189705,43.788769
2007-04-30,47.23114,43.591553
2007-05-01,46.175026,
2007-05-02,45.742325,44.700855
2007-05-03,45.470963,43.731243
2007-05-04,45.771652,44.092793
2007-05-07,45.602978,44.405048
2007-05-08,45.287613,43.706585
2007-05-09,45.478294,43.336823
2007-05-10,45.096931,43.484734
2007-05-11,45.214283,43.320393
2007-05-14,45.265621,43.295734
2007-05-15,45.522293,43.435421
2007-05-16,46.439064,43.386127
2007-05-17,46.475731,43.640862
2007-05-18,46.556404,43.838066
2007-05-21,46.402382,43.903801
2007-05-22,46.20438,43.846283
2007-05-23,46.277699,43.624424
2007-05-24,46.109016,43.041016
2007-05-25,46.175026,43.10675
2007-05-29,46.68108,43.501163
2007-05-30,46.827759,43.008144
2007-05-31,46.607746,43.887367
2007-06-01,46.556404,44.372181
2007-06-04,46.343723,44.290005
2007-06-05,46.541737,45.185669
2007-06-06,46.343723,43.698372
2007-06-07,45.705669,42.769844
2007-06-08,46.255707,42.712322
2007-06-11,46.241039,43.501163
2007-06-12,45.58831,43.246437
2007-06-13,45.742325,42.59729
2007-06-14,45.778996,43.476513
2007-06-15,45.889008,44.881634
2007-06-18,45.302288,44.561169
2007-06-19,45.338951,43.813412
2007-06-20,45.426964,44.232487
2007-06-21,45.382965,43.706585
2007-06-22,44.75956,43.788769
2007-06-25,44.796238,44.117447
2007-06-26,44.876911,43.221779
2007-06-27,45.052917,42.539776
2007-06-28,45.001591,43.10675
2007-06-29,44.876911,43.418995
2007-07-02,45.280281,42.827366
2007-07-03,45.316952,43.386127
2007-07-05,45.228935,45.177444
2007-07-06,45.0896,45.834812
2007-07-09,45.118927,46.2621
2007-07-10,44.75956,45.777294
2007-07-11,45.148273,45.202099
2007-07-12,46.153023,46.245663
2007-07-13,45.955013,45.103497
2007-07-16,46.314377,45.645821
2007-07-17,45.969681,45.15279
2007-07-18,46.161442,44.59404
2007-07-19,46.308945,44.840542
2007-07-20,45.836926,44.487206
2007-07-23,46.714584,44.380383
2007-07-24,46.434322,43.673729
2007-07-25,46.44907,43.829597
2007-07-26,46.139305,42.029408
2007-07-27,46.331062,42.487789
2007-07-30,46.662956,41.812717
2007-07-31,45.623051,42.754482
2007-08-01,46.581825,41.879395
2007-08-02,46.685078,42.012745
2007-08-03,46.37532,40.93763
2007-08-06,47.938869,40.762608
2007-08-07,48.108501,40.070866
2007-08-08,48.056866,41.587704
2007-08-09,47.916737,41.270992
2007-08-10,48.226494,40.87096
2007-08-13,47.407845,42.679474
2007-08-14,46.994846,42.829494
2007-08-15,46.817837,42.65448
2007-08-16,47.223465,41.079304
2007-08-17,48.196995,40.862625
2007-08-20,47.946251,40.479248
2007-08-21,47.5406,40.312557
2007-08-22,47.747101,40.137543
2007-08-23,47.968369,40.50425
2007-08-24,48.624752,40.345898
2007-08-27,48.108501,40.50425
2007-08-28,47.717602,40.062538
2007-08-29,48.02737,39.587486
2007-08-30,47.946251,40.279221
2007-08-31,48.1675,41.062641
2007-09-04,48.270737,41.621029
2007-09-05,48.278122,40.545925
2007-09-06,48.757492,40.10421
2007-09-07,48.285511,39.620823
2007-09-10,48.602646,39.562489
2007-09-11,49.406528,40.062538
2007-09-12,49.642525,40.245895
2007-09-13,49.753166,41.746052
2007-09-14,50.011288,42.262768
2007-09-17,50.114548,42.171089
2007-09-18,50.652939,42.862835
2007-09-19,50.734081,43.812923
2007-09-20,50.874195,43.137852
2007-09-21,51.176575,43.34621
2007-09-24,51.478951,43.287876
2007-09-25,51.515839,42.821167
2007-09-26,52.00259,43.604572
2007-09-27,51.700218,43.887939
2007-09-28,51.877213,43.771255
2007-10-01,52.297611,43.662914
2007-10-02,52.164856,44.171299
2007-10-03,51.928848,45.238071
2007-10-04,52.238617,45.063061
2007-10-05,52.238617,45.80481
2007-10-08,52.150105,45.604782
2007-10-09,52.422981,45.938148
2007-10-10,52.659004,45.679798
2007-10-11,52.931873,46.529888
2007-10-12,52.880253,46.996601
2007-10-15,52.363995,46.846584
2007-10-16,52.231236,45.613121
2007-10-17,52.320168,46.338196
2007-10-18,52.549953,45.463108
2007-10-19,52.475834,45.163071
2007-10-22,52.66853,44.521339
2007-10-23,52.81678,45.096394
2007-10-24,52.905704,44.58802
2007-10-25,52.883469,45.963154
2007-10-26,53.179939,46.046501
2007-10-29,53.239243,45.888153
2007-10-30,51.104633,44.95472
2007-10-31,51.527111,45.596447
2007-11-01,50.837807,44.888046
2007-11-02,51.549351,44.613014
2007-11-05,52.016304,43.646252
2007-11-06,52.231236,44.046291
2007-11-07,51.452984,43.287876
2007-11-08,52.505474,42.004406
2007-11-09,52.194176,42.162766
2007-11-12,52.453594,41.954399
2007-11-13,53.046535,42.696148
2007-11-14,53.024303,43.237869
2007-11-15,53.239243,42.712818
2007-11-16,54.247257,43.70459
2007-11-19,53.973034,43.404549
2007-11-20,54.262085,44.204636
2007-11-21,53.557961,42.996181
2007-11-23,54.002682,44.754696
2007-11-26,53.506069,44.054626
2007-11-27,54.202782,44.012951
2007-11-28,54.780914,45.554779
2007-11-29,54.958794,45.846481
2007-11-30,54.847618,45.846481
2007-12-03,54.49184,45.838146
2007-12-04,54.321388,45.396435
2007-12-05,54.706783,45.879814
2007-12-06,54.981026,44.938046
2007-12-07,54.936565,44.613014
2007-12-10,55.09222,45.254745
2007-12-11,54.729004,44.346321
2007-12-12,55.344208,44.162968
2007-12-13,55.144096,43.779591
2007-12-14,54.773491,44.146297
2007-12-17,54.284321,43.94627
2007-12-18,53.987843,44.337982
2007-12-19,54.091621,44.196304
2007-12-20,54.247257,44.179634
2007-12-21,54.906914,44.154636
2007-12-24,54.803139,
2007-12-26,54.877262,
2007-12-27,54.766079,44.171299
2007-12-28,55.032906,44.171299
2007-12-31,54.417721,
2008-01-02,53.595009,43.662914
2008-01-03,53.595009,42.65448
2008-01-04,53.380077,42.521133
2008-01-07,53.728439,42.629475
2008-01-08,53.869247,42.462795
2008-01-09,53.765488,41.462681
2008-01-10,53.721012,41.104305
2008-01-11,52.016304,39.029099
2008-01-14,52.097839,40.645927
2008-01-15,51.660522,40.429249
2008-01-16,51.280605,40.579254
2008-01-17,50.707016,41.229328
2008-01-18,50.021698,41.454346
2008-01-22,48.516937,39.512482
2008-01-23,49.343811,39.095772
2008-01-24,49.276779,41.304333
2008-01-25,48.651028,42.212761
2008-01-28,48.63612,41.862724
2008-01-29,48.181736,41.921059
2008-01-30,48.487137,41.11264
2008-01-31,48.732979,42.962837
2008-02-01,49.202293,42.704483
2008-02-04,49.276779,42.671143
2008-02-05,48.449909,41.571026
2008-02-06,48.651028,42.337772
2008-02-07,48.993702,42.304436
2008-02-08,48.435005,42.804489
2008-02-11,49.165024,42.20443
2008-02-12,50.029156,43.304543
2008-02-13,49.909946,43.746262
2008-02-14,49.634335,43.504566
2008-02-15,49.3885,43.262875
2008-02-19,49.395954,43.029518
2008-02-20,49.291664,43.004517
2008-02-21,49.135227,43.079514
2008-02-22,49.321457,43.096188
2008-02-25,49.67157,43.637913
2008-02-26,50.416496,43.746262
2008-02-27,50.066395,44.271309
2008-02-28,49.887604,43.779591
2008-02-29,49.299114,44.129631
2008-03-03,49.425755,44.471333
2008-03-04,49.202293,43.412884
2008-03-05,49.68647,43.896271
2008-03-06,49.54493,43.504566
2008-03-07,49.016048,43.404549
2008-03-10,48.986248,42.704483
2008-03-11,49.656677,43.629585
2008-03-12,49.939751,43.329544
2008-03-13,50.178131,43.046192
2008-03-14,49.716278,43.354549
2008-03-17,49.947193,42.179424
2008-03-18,51.057137,43.296211
2008-03-19,50.513325,43.596237
2008-03-20,51.675415,43.754589
2008-03-24,52.122375,
2008-03-25,51.802059,43.996284
2008-03-26,51.876549,43.479565
2008-03-27,51.705227,44.22131
2008-03-28,51.72757,43.4879
2008-03-31,52.196869,44.412991
2008-04-01,52.993938,44.604679
2008-04-02,52.502277,44.496334
2008-04-03,52.49485,43.921276
2008-04-04,52.591679,43.912937
2008-04-07,52.524643,43.812923
2008-04-08,52.628918,43.062851
2008-04-09,52.301155,42.462795
2008-04-10,52.278824,43.21286
2008-04-11,52.144726,42.504463
2008-04-14,52.234119,42.504463
2008-04-15,52.316051,42.904499
2008-04-16,51.896511,42.412777
2008-04-17,50.615387,42.379436
2008-04-18,50.323208,42.637806
2008-04-21,50.795193,42.329445
2008-04-22,50.547958,42.504463
2008-04-23,50.323208,41.837723
2008-04-24,50.068478,42.562801
2008-04-25,49.858727,43.504566
2008-04-28,49.603981,43.78793
2008-04-29,49.371735,44.546341
2008-04-30,50.233315,45.579777
2008-05-01,50.218327,
2008-05-02,50.046005,45.123901
2008-05-05,49.93364,45.166119
2008-05-06,49.93364,42.802277
2008-05-07,49.296822,42.852924
2008-05-08,49.386719,43.781574
2008-05-09,48.85479,43.908218
2008-05-12,48.959679,44.338772
2008-05-13,49.244381,44.16148
2008-05-14,49.072052,43.781574
2008-05-15,49.71637,43.553638
2008-05-16,50.008545,43.308811
2008-05-19,50.090954,43.57053
2008-05-20,49.341763,43.106194
2008-05-21,48.824814,42.734745
2008-05-22,49.161972,43.072426
2008-05-23,48.899746,42.211315
2008-05-27,48.749908,42.042477
2008-05-28,48.600063,42.743179
2008-05-29,49.049591,42.954239
2008-05-30,49.484112,42.776951
2008-06-02,48.967175,42.211315
2008-06-03,49.004616,43.342583
2008-06-04,49.783783,42.717857
2008-06-05,49.948616,43.182178
2008-06-06,48.97467,42.65876
2008-06-09,49.499104,42.211315
2008-06-10,49.941116,42.321068
2008-06-11,49.596489,42.076241
2008-06-12,49.791279,42.008701
2008-06-13,49.783783,41.333321
2008-06-16,49.371735,40.82679
2008-06-17,49.296822,41.248905
2008-06-18,48.69746,41.333321
2008-06-19,48.622536,41.1898
2008-06-20,47.318951,40.944981
2008-06-23,47.146629,40.919651
2008-06-24,47.094189,40.522869
2008-06-25,47.566181,41.156036
2008-06-26,46.637184,40.218945
2008-06-27,45.318611,39.045467
2008-06-30,45.558361,39.484467
2008-07-01,46.434895,39.231201
2008-07-02,46.966835,37.779129
2008-07-03,47.701019,37.492092
2008-07-07,47.13166,37.044647
2008-07-08,47.693554,37.129082
2008-07-09,47.798435,37.095306
2008-07-10,48.113098,35.786758
2008-07-11,47.536224,34.92564
2008-07-14,47.895832,34.959415
2008-07-15,48.210491,35.305546
2008-07-16,48.165249,34.697704
2008-07-17,48.165249,35.153587
2008-07-18,47.999405,33.422928
2008-07-21,47.976791,34.013882
2008-07-22,48.323566,33.777496
2008-07-23,48.775898,35.128254
2008-07-24,48.632656,34.858109
2008-07-25,48.594967,34.511978
2008-07-28,48.120026,34.73148
2008-07-29,49.409161,34.368454
2008-07-30,50.185654,35.330868
2008-07-31,49.363926,35.035393
2008-08-01,48.964371,34.76524
2008-08-04,49.620243,34.76524
2008-08-05,51.241066,33.380714
2008-08-06,51.090298,33.034584
2008-08-07,50.87167,31.894871
2008-08-08,52.492504,31.886429
2008-08-11,52.34174,32.941711
2008-08-12,53.027748,34.511978
2008-08-13,52.469883,33.701515
2008-08-14,52.552814,33.482021
2008-08-15,53.977654,34.376904
2008-08-18,53.728855,33.946342
2008-08-19,53.31424,33.397594
2008-08-20,52.997604,33.473579
2008-08-21,52.69606,32.637791
2008-08-22,53.985188,32.899502
2008-08-25,52.86945,32.578701
2008-08-26,52.650806,32.553368
2008-08-27,52.816689,32.604019
2008-08-28,53.53286,32.713776
2008-08-29,52.598057,33.473579
2008-09-02,53.125774,34.047649
2008-09-03,53.841938,34.275585
2008-09-04,53.103157,33.937904
2008-09-05,53.359463,33.777496
2008-09-08,54.558128,34.824345
2008-09-09,54.19627,34.790573
2008-09-10,54.573219,34.300922
2008-09-11,55.093403,34.326244
2008-09-12,55.146168,34.824345
2008-09-15,54.384747,34.064533
2008-09-16,54.279198,34.976303
2008-09-17,53.48008,34.613289
2008-09-18,53.759026,35.491276
2008-09-19,53.042831,37.627167
2008-09-22,51.293846,36.141338
2008-09-23,50.720898,35.339317
2008-09-24,51.821564,35.42374
2008-09-25,51.648163,36.757618
2008-09-26,51.896946,35.778313
2008-09-29,50.321342,35.786758
2008-09-30,52.537746,37.829792
2008-10-01,53.728855,37.559635
2008-10-02,53.85704,37.145966
2008-10-03,53.54039,35.786758
2008-10-06,51.700932,34.19117
2008-10-07,49.944405,34.047649
2008-10-08,49.831322,32.604019
2008-10-09,45.89608,32.578701
2008-10-10,44.90097,31.236374
2008-10-13,47.712929,33.439808
2008-10-14,48.323566,33.659306
2008-10-15,45.09697,32.663116
2008-10-16,46.567028,31.472761
2008-10-17,46.544426,32.688446
2008-10-20,48.18034,33.085232
2008-10-21,47.464146,33.270962
2008-10-22,44.581093,31.388336
2008-10-23,45.954346,32.629353
2008-10-24,44.664555,32.460514
2008-10-27,43.526508,31.658491
2008-10-28,47.972477,32.865738
2008-10-29,46.272995,34.799011
2008-10-30,47.858662,35.879623
2008-10-31,48.96637,34.697704
2008-11-03,48.860161,35.584141
2008-11-04,50.127182,38.201241
2008-11-05,48.412518,37.542747
2008-11-06,48.063515,37.145966
2008-11-07,48.928432,37.85511
2008-11-10,49.277435,36.968681
2008-11-11,48.420101,36.116009
2008-11-12,46.925488,35.347752
2008-11-13,49.353306,35.584141
2008-11-14,47.881424,36.183544
2008-11-17,47.426208,36.234192
2008-11-18,48.746346,36.090683
2008-11-19,47.244129,35.626358
2008-11-20,45.013561,34.258709
2008-11-21,47.866261,33.937904
2008-11-24,49.07259,35.736103
2008-11-25,47.934536,36.386162
2008-11-26,47.919369,35.752987
2008-11-28,48.82222,36.72385
2008-12-01,45.89365,35.736103
2008-12-02,46.61441,35.364643
2008-12-03,47.706932,36.909576
2008-12-04,46.470249,36.656307
2008-12-05,47.517258,34.799011
2008-12-08,47.411041,35.719215
2008-12-09,45.36256,36.090683
2008-12-10,44.854233,36.462135
2008-12-11,44.444538,34.630173
2008-12-12,44.717667,34.056091
2008-12-15,45.036327,34.385342
2008-12-16,46.750977,34.571075
2008-12-17,46.052967,34.250263
2008-12-18,45.757084,35.195797
2008-12-19,45.658451,33.625538
2008-12-22,45.870876,33.726849
2008-12-23,45.392902,34.647053
2008-12-24,45.817776,
2008-12-26,45.923996,
2008-12-29,45.67363,35.23801
2008-12-30,46.37162,35.457508
2008-12-31,46.902714,
2009-01-02,47.646248,35.685452
2009-01-05,47.304821,36.791382
2009-01-06,47.168251,37.272598
2009-01-07,46.341282,36.293297
2009-01-08,45.832951,34.950974
2009-01-09,45.415672,34.49509
2009-01-12,45.476357,33.963226
2009-01-13,45.119766,34.258709
2009-01-14,43.898258,34.022324
2009-01-15,43.594788,33.937904
2009-01-16,43.799644,33.524223
2009-01-20,43.572029,34.17429
2009-01-21,43.984596,34.537304
2009-01-22,43.518555,33.802822
2009-01-23,42.785088,32.50272
2009-01-26,43.067776,33.254082
2009-01-27,43.319893,33.549561
2009-01-28,44.450657,33.431362
2009-01-29,44.481216,33.034584
2009-01-30,41.639061,32.418293
2009-02-02,40.531239,32.300095
2009-02-03,41.188286,32.401409
2009-02-04,40.126305,31.135073
2009-02-05,40.737503,30.012253
2009-02-06,41.257034,30.029139
2009-02-09,40.447189,30.772055
2009-02-10,39.308788,30.054461
2009-02-11,39.087231,30.729841
2009-02-12,39.178917,30.012253
2009-02-13,39.033752,29.826517
2009-02-17,38.285007,29.547922
2009-02-18,38.926788,29.556368
2009-02-19,39.06432,29.531034
2009-02-20,38.391975,28.779676
2009-02-23,37.360554,28.441984
2009-02-24,38.025246,28.695255
2009-02-25,38.139843,28.720579
2009-02-26,37.414032,28.458872
2009-02-27,36.802818,27.85103
2009-03-02,35.809597,27.352936
2009-03-03,35.626228,26.880165
2009-03-04,36.14576,27.395149
2009-03-05,34.686481,26.491825
2009-03-06,34.923321,25.934635
2009-03-09,33.754387,25.605387
2009-03-10,34.510765,25.495636
2009-03-11,34.434353,26.103479
2009-03-12,34.976814,26.956148
2009-03-13,35.87072,27.251629
2009-03-16,36.535419,27.530224
2009-03-17,36.657646,27.606205
2009-03-18,36.688213,27.85103
2009-03-19,35.381741,27.023682
2009-03-20,34.831654,26.297649
2009-03-23,36.474297,26.922382
2009-03-24,35.962379,27.488014
2009-03-25,36.718765,28.239374
2009-03-26,37.25359,28.391336
2009-03-27,37.108418,28.188717
2009-03-30,36.122829,28.062086
2009-03-31,35.977665,28.526409
2009-04-01,36.833378,28.686813
2009-04-02,37.757839,28.889431
2009-04-03,37.918293,28.948523
2009-04-06,37.933552,28.695255
2009-04-07,37.192463,28.965405
2009-04-08,37.032021,28.914753
2009-04-09,37.582115,28.653044
2009-04-13,36.703491,
2009-04-14,36.099915,28.163391
2009-04-15,37.245937,28.762794
2009-04-16,38.529495,28.982292
2009-04-17,39.469242,26.491825
2009-04-20,38.758701,25.588499
2009-04-21,39.247673,25.411215
2009-04-22,38.222748,25.217043
2009-04-23,38.006985,24.339046
2009-04-24,38.1534,25.166388
2009-04-27,38.507877,25.115736
2009-04-28,38.29211,25.816442
2009-04-29,38.854668,25.84177
2009-04-30,38.099457,26.306093
2009-05-01,38.145679,
2009-05-04,39.293919,27.829447
2009-05-05,38.369167,28.00614
2009-05-06,39.178326,27.9708
2009-05-07,39.563633,28.271187
2009-05-08,39.740883,29.216499
2009-05-11,38.816132,29.410866
2009-05-12,39.25539,29.410866
2009-05-13,39.270798,29.110485
2009-05-14,39.147499,28.916121
2009-05-15,39.047318,28.977961
2009-05-18,40.472969,29.552219
2009-05-19,40.804317,29.826097
2009-05-20,41.628899,29.958622
2009-05-21,40.858269,29.658236
2009-05-22,40.865974,29.68474
2009-05-26,41.443939,30.179489
2009-05-27,39.902702,30.126478
2009-05-28,40.526909,30.029299
2009-05-29,40.026005,30.6654
2009-06-01,41.120289,30.736084
2009-06-02,41.390003,31.38101
2009-06-03,41.46706,30.930443
2009-06-04,41.112572,30.603554
2009-06-05,40.981571,30.046963
2009-06-08,40.950745,29.905611
2009-06-09,40.388191,29.799595
2009-06-10,40.133888,29.914448
2009-06-11,40.079945,29.578726
2009-06-12,40.496082,29.631739
2009-06-15,39.555927,29.189999
2009-06-16,38.608063,29.154661
2009-06-17,38.538715,29.243002
2009-06-18,39.432629,29.136988
2009-06-19,39.024189,29.057476
2009-06-22,38.962547,28.227011
2009-06-23,38.954849,28.739426
2009-06-24,38.954849,29.004471
2009-06-25,39.825649,29.702412
2009-06-26,39.879585,29.349026
2009-06-29,40.249485,29.834934
2009-06-30,39.378677,29.605232
2009-07-01,40.072243,30.250168
2009-07-02,39.386395,29.51688
2009-07-06,40.203247,29.234169
2009-07-07,40.002884,28.818939
2009-07-08,40.565437,28.483219
2009-07-09,40.388191,28.315357
2009-07-10,40.241768,28.041483
2009-07-13,40.827442,28.129829
2009-07-14,41.258991,28.244678
2009-07-15,42.11438,28.721754
2009-07-16,42.545929,29.004471
2009-07-17,43.093067,29.10165
2009-07-20,42.815659,29.083979
2009-07-21,42.761719,29.11932
2009-07-22,42.621883,29.296013
