Date,WMT,FB,BP
2015-12-30,58.429012,106.220001,27.186573
2015-12-31,58.069035,104.660004,27.14316
2016-01-04,58.220604,102.220001,26.969498
2016-01-05,59.603657,102.730003,26.856619
2016-01-06,60.200451,102.970001,26.309586
2016-01-07,61.60244,97.919998,25.554161
2016-01-08,60.190979,97.330002,25.102644
2016-01-11,60.835136,97.510002,25.041864
2016-01-12,60.266758,99.370003,24.876883
2016-01-13,58.656364,95.440002,24.981083
2016-01-14,59.736279,98.370003,26.769787
2016-01-15,58.665836,94.970001,25.319719
2016-01-19,59.26263,95.260002,25.111328
2016-01-20,57.633286,94.349998,24.711908
2016-01-21,58.618473,94.160004,25.580212
2016-01-22,59.38578,97.940002,26.352999
2016-01-25,60.105721,97.010002,25.588896
2016-01-26,60.626732,97.339996,26.691639
2016-01-27,60.579365,94.449997,26.639542
2016-01-28,60.835136,109.110001,27.690186
2016-01-29,62.862343,112.209999,28.106976
2016-02-01,63.942253,115.089996,27.525211
2016-02-02,63.335995,114.610001,25.19816
2016-02-03,62.777084,112.690002,25.753872
2016-02-04,62.919178,110.489998,26.578762
2016-02-05,63.468613,104.07,26.448515
2016-02-08,63.373875,99.75,25.979631
2016-02-09,62.341335,99.540001,25.137381
2016-02-10,62.322384,101.0,24.862507
2016-02-11,61.877151,101.910004,24.507833
2016-02-12,62.691837,102.010002,25.731455
2016-02-16,62.426586,101.610001,25.766918
2016-02-17,62.625515,105.199997,26.556067
2016-02-18,60.74041,103.470001,26.405329
2016-02-19,61.251949,104.57,26.378729
2016-02-22,62.170815,107.160004,26.8664
2016-02-23,62.976025,105.459999,25.713717
2016-02-24,63.582287,106.879997,25.305847
2016-02-25,64.453796,108.07,25.412249
2016-02-26,63.00444,107.919998,25.713717
2016-02-29,62.843395,106.919998,25.79352
2016-03-01,62.957069,109.82,26.272324
2016-03-02,62.720249,109.949997,26.7866
2016-03-03,62.653938,109.580002,27.371811
2016-03-04,63.260212,108.389999,27.620081
2016-03-07,64.311707,105.730003,27.93042
2016-03-08,64.453796,105.93,26.662464
2016-03-09,64.444244,107.510002,26.8664
2016-03-10,64.329735,107.32,26.449663
2016-03-11,64.1007,109.410004,27.088072
2016-03-14,64.282013,109.889999,26.556067
2016-03-15,64.978653,110.669998,26.281195
2016-03-16,64.883224,112.18,27.052605
2016-03-17,64.367905,111.019997,27.965885
2016-03-18,63.890743,111.449997,27.779678
2016-03-21,64.864151,111.849998,27.593481
2016-03-22,64.768715,112.25,27.43388
2016-03-23,64.377441,112.540001,26.777735
2016-03-24,64.892769,113.050003,26.972807
2016-03-28,65.007286,113.690002,26.972807
2016-03-29,64.921402,116.139999,26.910738
2016-03-30,65.656219,114.699997,27.425013
2016-03-31,65.360382,114.099998,26.760002
2016-04-01,65.90435,116.059998,26.219126
2016-04-04,65.942505,112.550003,26.227993
2016-04-05,65.503525,112.220001,25.651651
2016-04-06,65.885254,113.709999,25.979723
2016-04-07,65.102715,113.639999,25.828985
2016-04-08,64.950035,110.629997,26.7334
2016-04-11,64.320183,108.989998,26.875271
2016-04-12,65.656219,110.610001,27.664413
2016-04-13,65.990227,110.510002,27.824018
2016-04-14,65.656219,110.839996,27.416142
2016-04-15,65.90435,109.639999,27.176739
2016-04-18,66.667778,110.449997,27.540279
2016-04-19,66.581894,112.290001,28.160957
2016-04-20,66.047485,112.419998,28.249626
2016-04-21,65.341293,113.440002,28.143223
2016-04-22,65.57988,110.559998,28.506763
2016-04-25,66.295609,110.099998,28.187557
2016-04-26,66.133377,108.760002,29.69491
2016-04-27,66.247879,108.889999,30.005253
2016-04-28,65.761192,116.730003,29.69491
2016-04-29,63.814411,117.580002,29.774717
2016-05-02,64.501503,118.57,29.810177
2016-05-03,63.938465,117.43,28.870302
2016-05-04,64.119781,118.059998,28.382504
2016-05-05,64.138863,117.809998,28.527035
2016-05-06,65.131355,119.489998,28.527035
2016-05-09,65.79937,119.239998,28.075373
2016-05-10,65.646667,120.5,28.617367
2016-05-11,63.839447,119.519997,28.608334
2016-05-12,64.262421,120.279999,28.779966
2016-05-13,62.426353,119.809998,28.427666
2016-05-16,63.464539,118.669998,28.960634
2016-05-17,62.580151,117.349998,29.105165
2016-05-18,60.705631,117.650002,29.023865
2016-05-19,66.521439,116.809998,28.888363
2016-05-20,67.155899,117.349998,28.843199
2016-05-23,66.80983,115.970001,28.418634
2016-05-24,67.521202,117.699997,28.7619
2016-05-25,67.751907,117.889999,29.683294
2016-05-26,68.107582,119.470001,29.448425
2016-05-27,68.011452,119.379997,29.231628
2016-05-31,68.040291,118.809998,28.364435
2016-06-01,67.771126,118.779999,28.310238
2016-06-02,68.203712,118.93,28.472834
2016-06-03,68.126816,118.470001,28.798033
2016-06-06,68.299843,118.790001,29.385195
2016-06-07,68.280609,117.760002,29.87299
2016-06-08,68.520943,118.389999,30.053656
2016-06-09,68.338287,118.559998,29.84589
2016-06-10,68.38636,116.620003,29.105165
2016-06-13,67.799965,113.949997,28.779966
2016-06-14,68.203712,114.940002,27.939873
2016-06-15,68.367142,114.599998,28.138603
2016-06-16,68.540169,114.389999,28.933531
2016-06-17,68.203712,113.019997,29.583927
2016-06-20,68.347908,113.370003,30.18915
2016-06-21,68.693977,114.379997,30.848585
2016-06-22,68.972748,113.910004,30.613716
2016-06-23,69.309204,115.080002,31.282181
2016-06-24,69.174614,112.080002,29.791689
2016-06-27,68.732422,108.970001,28.897398
2016-06-28,68.74205,112.699997,30.02656
2016-06-29,69.655266,114.160004,31.426712
2016-06-30,70.193588,114.279999,32.077106
2016-07-01,69.991707,114.190002,32.519737
2016-07-05,70.308945,114.199997,32.429405
2016-07-06,70.962631,116.699997,32.131306
2016-07-07,70.683853,115.849998,31.977741
2016-07-08,70.981834,117.239998,32.447468
2016-07-11,71.193329,117.870003,32.619102
2016-07-12,70.433914,117.93,33.341766
2016-07-13,70.770363,116.779999,33.025597
2016-07-14,70.84726,117.290001,33.025597
2016-07-15,70.818428,116.860001,33.025597
2016-07-18,70.981834,119.370003,32.673302
2016-07-19,70.808823,120.610001,32.546837
2016-07-20,70.933784,121.919998,32.483601
2016-07-21,70.674232,120.610001,32.375206
2016-07-22,70.703087,121.0,32.402298
2016-07-25,70.895332,121.629997,31.526079
2016-07-26,70.876099,121.220001,31.246046
2016-07-27,70.481979,123.339996,31.227982
2016-07-28,70.405067,125.0,30.70405
2016-07-29,70.145531,123.940002,31.074415
2016-08-01,70.924171,124.309998,29.972357
2016-08-02,70.299324,123.089996,30.216251
2016-08-03,70.116684,122.510002,30.363422
2016-08-04,70.462761,124.360001,30.354231
2016-08-05,70.904945,125.150002,30.492203
2016-08-08,70.501198,125.260002,30.510601
2016-08-09,70.693466,125.059998,30.703762
2016-08-10,71.574226,124.879997,30.363422
2016-08-11,71.429047,124.900002,30.942919
2016-08-12,71.516151,124.879997,31.034901
2016-08-15,70.964462,123.900002,31.154472
2016-08-16,70.548286,123.300003,31.467216
2016-08-17,70.586998,124.370003,31.458021
2016-08-18,71.912979,123.910004,31.871944
2016-08-19,70.470848,123.559998,31.577597
2016-08-22,70.364372,124.150002,31.237261
2016-08-23,69.657837,124.370003,31.393627
2016-08-24,69.909485,123.480003,31.522409
2016-08-25,68.931931,123.889999,31.476416
2016-08-26,68.854507,124.959999,31.421228
2016-08-29,69.106148,126.540001,31.494816
2016-08-30,69.019035,125.839996,31.366032
2016-08-31,69.144859,126.120003,31.145281
2016-09-01,70.499878,126.169998,30.961311
2016-09-02,70.170815,126.510002,31.733965
2016-09-06,70.654747,129.729996,31.90873
2016-09-07,69.744949,131.050003,31.973122
2016-09-08,69.522346,130.270004,32.267464
2016-09-09,68.041489,127.099998,31.595991
2016-09-12,69.628799,128.690002,31.853544
2016-09-13,69.164215,127.209999,30.81414
2016-09-14,69.222298,127.769997,30.648571
2016-09-15,70.07402,128.350006,30.915321
2016-09-16,70.528923,129.070007,30.639374
2016-09-19,69.773987,128.649994,30.758947
2016-09-20,69.657837,128.639999,30.418617
2016-09-21,69.870773,129.940002,30.915321
2016-09-22,69.948196,130.080002,31.513205
2016-09-23,70.025627,127.959999,31.237261
2016-09-26,69.319084,127.309998,30.979713
2016-09-27,70.006271,128.690002,30.915321
2016-09-28,69.48362,129.229996,32.046711
2016-09-29,68.45768,128.089996,32.249073
2016-09-30,69.803024,128.270004,32.341049
2016-10-03,69.696556,128.770004,32.626198
2016-10-04,69.444901,128.190002,32.819355
2016-10-05,69.367477,128.470001,33.141296
2016-10-06,67.131691,128.740005,33.067715
2016-10-07,66.492889,128.990005,33.270073
2016-10-10,65.796036,130.240005,33.729988
2016-10-11,65.224976,128.880005,32.911346
2016-10-12,65.292725,129.050003,32.920544
2016-10-13,66.037987,127.82,32.819355
2016-10-14,66.250916,127.879997,32.96653
2016-10-17,66.028313,127.540001,32.653793
2016-10-18,66.65744,128.570007,33.09531
2016-10-19,66.676781,130.110001,33.159691
2016-10-20,66.521927,130.0,33.159691
2016-10-21,66.144463,132.070007,33.343658
2016-10-24,66.967155,133.279999,32.994125
2016-10-25,67.131691,132.289993,33.150501
2016-10-26,67.354294,131.039993,32.975731
2016-10-27,67.586601,129.690002,33.113705
2016-10-28,67.741455,131.289993,32.819355
2016-10-31,67.770485,130.990005,32.699776
2016-11-01,67.073616,129.5,31.375233
2016-11-02,67.218796,127.169998,31.283251
2016-11-03,67.393013,120.0,31.126881
2016-11-04,66.938126,120.75,30.850933
2016-11-07,67.538193,122.150002,31.292454
2016-11-08,67.547874,124.220001,31.348631
2016-11-09,68.815788,123.18,31.685713
2016-11-10,69.096474,120.800003,31.779343
2016-11-11,68.941628,119.019997,31.067726
2016-11-14,68.22538,115.080002,30.880459
2016-11-15,69.125511,117.199997,31.470352
2016-11-16,69.096474,116.339996,31.180088
2016-11-17,66.967155,117.790001,31.367357
2016-11-18,66.338028,117.019997,31.498442
2016-11-21,67.141373,121.769997,32.21006
2016-11-22,67.867279,121.470001,32.341148
2016-11-23,68.554459,120.839996,32.21006
2016-11-25,68.941628,120.379997,32.088341
2016-11-28,68.902901,120.410004,31.573353
2016-11-29,69.077118,120.870003,31.386086
2016-11-30,68.16732,118.419998,32.781227
2016-12-01,68.399605,115.099998,33.137039
2016-12-02,68.602852,115.400002,33.221306
2016-12-05,67.693054,117.43,33.221306
2016-12-06,68.099556,117.309998,33.305576
2016-12-07,68.820915,117.949997,33.605209
2016-12-08,68.567467,118.910004,33.886105
2016-12-09,68.314026,119.68,33.717567
2016-12-12,69.863945,117.769997,34.185738
2016-12-13,69.990677,120.309998,34.44791
2016-12-14,69.542267,120.209999,33.726933
2016-12-15,69.288826,120.57,33.567749
2016-12-16,69.191345,119.870003,34.260643
2016-12-19,69.776222,119.239998,34.232555
2016-12-20,70.010178,119.089996,34.195099
2016-12-21,69.444778,119.040001,34.438545
2016-12-22,67.836357,117.400002,34.560272
2016-12-23,67.787628,117.269997,34.663269
2016-12-27,67.943588,118.010002,34.74754
2016-12-28,67.563423,116.919998,34.878628
2016-12-29,67.514679,116.349998,35.019081
2016-12-30,67.378212,115.050003,35.000355
2017-01-03,66.929802,116.860001,35.580883
2017-01-04,67.319717,118.690002,35.852421
2017-01-05,67.465942,120.669998,36.114594
2017-01-06,66.539886,123.410004,35.496613
2017-01-09,66.978539,124.900002,34.934807
2017-01-10,66.510643,124.349998,34.74754
2017-01-11,66.803078,126.089996,35.159527
2017-01-12,66.257187,126.620003,35.356159
2017-01-13,65.438354,128.339996,35.262527
2017-01-17,66.695847,127.870003,35.056534
2017-01-18,66.393661,127.919998,34.738174
2017-01-19,65.916008,127.550003,34.550911
2017-01-20,65.487099,127.040001,34.494732
2017-01-23,64.970451,128.929993,34.288734
2017-01-24,65.701561,129.369995,34.560272
2017-01-25,65.204407,131.479996,34.672634
2017-01-26,65.048439,132.779999,34.401096
2017-01-27,64.005402,132.179993,34.251282
2017-01-30,64.746246,130.979996,33.670753
2017-01-31,65.058182,130.320007,33.689476
2017-02-01,64.561043,133.229996,33.698841
2017-02-02,65.01918,130.839996,33.511574
2017-02-03,64.824234,130.979996,33.633293
2017-02-06,64.726753,132.059998,33.539665
2017-02-07,65.204407,131.839996,32.191338
2017-02-08,66.101219,134.199997,32.238152
2017-02-09,67.339226,134.139999,32.247513
2017-02-10,66.305916,134.190002,32.331787
2017-02-13,66.062233,134.050003,32.45351
2017-02-14,66.929802,133.850006,32.378605
2017-02-15,66.959045,133.440002,32.207085
2017-02-16,67.134506,133.839996,32.092743
2017-02-17,67.62191,133.529999,31.844992
2017-02-21,69.649498,133.720001,32.235676
2017-02-22,69.902946,136.119995,31.835466
2017-02-23,69.513023,135.360001,32.264256
2017-02-24,70.565811,135.440002,31.921227
2017-02-27,69.932182,136.410004,32.378605
2017-02-28,69.142593,135.539993,32.32143
2017-03-01,68.674698,137.419998,32.616821
2017-03-02,68.976883,136.759995,32.512001
2017-03-03,68.265274,137.169998,32.483421
2017-03-06,68.119057,137.419998,32.369076
2017-03-07,68.109314,137.300003,32.273788
2017-03-08,68.541374,137.720001,31.740181
2017-03-09,68.600288,138.240005,31.921227
2017-03-10,68.835968,138.789993,32.712112
2017-03-13,68.68866,139.600006,32.464363
2017-03-14,69.444778,139.320007,31.854523
2017-03-15,69.307304,139.720001,32.188026
2017-03-16,69.16983,139.990005,32.416718
2017-03-17,68.629753,139.839996,32.664463
2017-03-20,68.718132,139.940002,32.578705
2017-03-21,68.639572,138.509995,32.626354
2017-03-22,68.983261,139.589996,32.388134
2017-03-23,68.600288,139.529999,32.454834
2017-03-24,68.354797,140.339996,32.188026
2017-03-27,68.4039,140.320007,32.159443
2017-03-28,69.051994,141.759995,32.32143
2017-03-29,69.464424,142.649994,32.8074
2017-03-30,70.299088,142.410004,32.893154
2017-03-31,70.780266,142.050003,32.893154
2017-04-03,70.534767,142.279999,32.778809
2017-04-04,70.711525,141.729996,33.150429
2017-04-05,70.358017,141.850006,32.959858
2017-04-06,70.141983,141.169998,33.093258
2017-04-07,71.585472,140.779999,33.2076
2017-04-10,71.742584,141.039993,33.436291
2017-04-11,72.105919,139.919998,33.703098
2017-04-12,72.115738,139.580002,33.779327
2017-04-13,71.830971,139.389999,33.341003
2017-04-17,72.164833,141.419998,33.37912
2017-04-18,72.557625,140.960007,33.036083
2017-04-19,72.734375,142.270004,32.531063
2017-04-20,73.451218,143.800003,32.540592
2017-04-21,73.588692,143.679993,32.397659
2017-04-24,73.431572,145.470001,32.826454
2017-04-25,73.696716,146.490005,33.026558
2017-04-26,74.069847,146.559998,33.026558
2017-04-27,74.079674,147.699997,32.778809
2017-04-28,73.824364,150.25,32.702579
2017-05-01,73.873466,152.460007,32.702579
2017-05-02,74.158226,152.779999,33.112312
2017-05-03,74.393906,151.800003,33.055141
2017-05-04,74.963448,150.850006,32.702579
2017-05-05,75.120552,150.240005,33.636395
2017-05-08,74.747414,151.059998,33.760269
2017-05-09,75.336594,150.479996,33.684036
2017-05-10,75.820976,150.289993,33.936062
2017-05-11,75.257507,150.039993,34.129929
2017-05-12,74.842323,150.330002,34.304409
2017-05-15,75.41568,150.190002,34.61459
2017-05-16,74.249199,149.779999,35.128334
2017-05-17,74.259079,144.850006,35.060478
2017-05-18,76.651352,147.660004,35.390049
2017-05-19,77.867249,148.059998,35.806858
2017-05-22,77.649773,148.240005,35.826248
2017-05-23,77.590454,148.070007,35.797169
2017-05-24,77.254356,150.039993,35.768089
2017-05-25,77.412521,151.960007,35.283424
2017-05-26,77.234581,152.130005,35.293118
2017-05-30,77.254356,152.380005,35.157413
2017-05-31,77.699196,151.460007,35.041096
2017-06-01,78.895332,151.529999,35.128334
2017-06-02,78.70752,153.610001,34.808453
2017-06-05,79.340179,153.630005,34.973244
2017-06-06,78.025421,152.809998,35.128334
2017-06-07,78.242905,153.119995,34.333485
2017-06-08,78.025421,154.710007,34.323795
2017-06-09,78.509796,149.600006,34.730911
2017-06-12,78.331863,148.440002,34.711525
2017-06-13,78.608658,150.679993,34.924774
2017-06-14,78.984299,150.25,34.285019
2017-06-15,78.005646,149.800003,34.159008
2017-06-16,74.377708,150.639999,34.895695
2017-06-19,74.634727,152.869995,34.934471
2017-06-20,74.674271,152.25,33.906986
2017-06-21,75.366249,153.910004,33.587109
2017-06-22,74.654495,153.399994,33.538639
2017-06-23,73.982292,155.070007,33.771278
2017-06-26,74.634727,153.589996,33.810051
2017-06-27,75.138885,150.580002,34.07177
2017-06-28,75.633156,153.240005,34.188087
2017-06-29,75.059799,151.039993,33.790665
2017-06-30,74.812668,150.979996,33.587109
2017-07-03,74.496338,148.429993,33.945755
2017-07-05,74.456795,150.339996,33.364159
2017-07-06,74.605072,148.820007,33.383545
2017-07-07,74.466675,151.440002,33.306
2017-07-10,72.390747,153.5,33.276928
2017-07-11,72.627991,155.270004,33.306
2017-07-12,73.092606,158.899994,33.800358
2017-07-13,74.189888,159.259995,33.654961
2017-07-14,75.465096,159.970001,33.877907
2017-07-17,75.494759,159.729996,33.848824
2017-07-18,75.326706,162.860001,33.761585
2017-07-19,75.000488,164.139999,33.955448
2017-07-20,75.148766,164.529999,34.0233
2017-07-21,75.277283,164.429993,33.616188
2017-07-24,76.008797,166.0,33.402935
2017-07-25,77.620117,165.279999,33.829441
2017-07-26,77.995758,165.610001,33.771278
2017-07-27,78.865669,170.440002,33.916679
2017-07-28,78.895332,172.449997,34.081463
2017-07-31,79.073265,169.25,34.062077
2017-08-01,79.577431,169.860001,35.157413
2017-08-02,79.607079,169.300003,35.283424
2017-08-03,79.943184,168.589996,35.031399
2017-08-04,79.557655,169.619995,35.215576
2017-08-07,80.348488,171.979996,35.622688
2017-08-08,80.65493,171.229996,35.419132
2017-08-09,81.182152,171.179993,35.635941
2017-08-10,80.237137,167.399994,34.955944
2017-08-11,79.9785,168.080002,34.43362
2017-08-14,80.276917,170.75,34.177391
2017-08-15,80.34655,171.0,34.068985
2017-08-16,80.555458,170.0,33.793045
2017-08-17,79.282166,166.910004,33.605797
2017-08-18,78.894211,167.410004,33.664928
2017-08-21,79.292114,167.779999,33.507248
2017-08-22,79.600487,169.639999,33.655075
2017-08-23,79.540802,168.710007,33.743771
2017-08-24,77.929291,167.740005,33.684639
2017-08-25,78.217773,166.320007,34.039421
2017-08-28,77.620918,167.240005,33.970436
2017-08-29,78.35704,168.050003,33.871883
2017-08-30,78.12825,169.919998,33.871883
2017-08-31,77.660713,171.970001,34.226665
2017-09-01,77.959145,172.020004,34.266087
2017-09-05,79.381645,170.720001,34.443478
2017-09-06,79.660179,172.089996,34.808117
2017-09-07,79.699966,173.210007,34.985508
2017-09-08,78.466461,170.949997,34.808117
2017-09-11,78.665421,173.509995,35.04464
2017-09-12,79.192635,172.960007,35.231884
2017-09-13,79.44133,173.050003,35.468407
2017-09-14,79.262268,170.960007,35.803482
2017-09-15,79.958595,171.639999,36.049858
2017-09-18,79.580597,170.009995,36.118843
2017-09-19,79.630333,172.520004,36.414494
2017-09-20,80.077972,172.169998,36.690434
2017-09-21,79.590546,171.110001,37.153625
2017-09-22,79.113052,170.539993,37.271885
2017-09-25,78.735054,162.869995,37.685799
2017-09-26,78.973793,164.210007,37.321159
2017-09-27,78.874313,167.679993,37.468987
2017-09-28,78.536095,168.729996,37.863186
2017-09-29,77.730347,170.869995,37.873043
2017-10-02,78.038719,169.470001,37.833622
2017-10-03,78.80468,169.960007,38.13913
2017-10-04,78.675362,168.419998,38.089855
2017-10-05,78.99369,171.240005,38.050434
2017-10-06,78.585838,172.229996,37.705505
2017-10-09,80.107811,172.5,37.902607
2017-10-10,83.688942,171.589996,38.24754
2017-10-11,85.280556,172.740005,38.286957
2017-10-12,85.648613,172.550003,38.444637
2017-10-13,86.165894,173.740005,38.533333
2017-10-16,85.290497,174.520004,38.622028
2017-10-17,85.529243,176.110001,38.129272
2017-10-18,85.767982,176.029999,38.15884
2017-10-19,85.947044,174.559998,38.188404
2017-10-20,86.98159,174.979996,38.188404
2017-10-23,88.185249,171.270004,38.227829
2017-10-24,87.518761,171.800003,38.434784
2017-10-25,88.016136,170.600006,38.227829
2017-10-26,88.155403,170.630005,38.089855
2017-10-27,87.707756,177.880005,38.533333
2017-10-30,86.494156,179.869995,39.045795
2017-10-31,86.852264,180.059998,40.080578
2017-11-01,87.478966,182.660004,40.169273
2017-11-02,88.334465,178.919998,40.080578
2017-11-03,89.209846,178.919998,39.972176
2017-11-06,88.234978,180.169998,40.809856
2017-11-07,88.483665,180.25,40.878841
2017-11-08,89.786804,179.559998,40.800003
2017-11-09,89.826599,179.300003,40.720001
2017-11-10,90.443344,178.460007,40.299999
2017-11-13,90.512978,178.770004,39.880001
2017-11-14,90.61245,178.070007,39.610001
2017-11-15,89.359062,177.949997,39.09
2017-11-16,99.097733,179.589996,38.77
2017-11-17,96.959007,179.0,39.09
2017-11-20,96.968956,178.740005,39.0
2017-11-21,96.013985,181.860001,39.130001
2017-11-22,95.904564,180.869995,39.779999
2017-11-24,96.113464,182.779999,40.049999
2017-11-27,96.113464,183.029999,39.509998
2017-11-28,96.262672,182.419998,39.900002
2017-11-29,97.048531,175.130005,39.709999
2017-11-30,96.720268,177.179993,40.07
2017-12-01,96.83963,175.100006,39.950001
2017-12-04,96.501419,171.470001,39.91
2017-12-05,97.317123,172.830002,39.73
2017-12-06,96.769997,176.059998,39.580002
2017-12-07,96.779999,180.139999,39.310001
2017-12-08,96.550003,179.0,39.639999
2017-12-11,96.93,179.039993,39.93
2017-12-12,96.699997,176.960007,40.66
